# data from ifeffit
#------------------------
#   energy      xmu       bkg       preline      normline      ee        chie
  7510.1629       0.83024094       0.83285536      -0.38017866       0.83325056        388.16290      -0.26144200E-02
  7514.0679       0.82719979       0.82947112      -0.38241520       0.82977830        392.06790      -0.22713300E-02
  7517.8207       0.82412557       0.82623152      -0.38456455       0.82645391        395.82070      -0.21059500E-02
  7521.9388       0.82091666       0.82269072      -0.38692312       0.82282001        399.93880      -0.17740600E-02
  7525.8082       0.81767503       0.81937703      -0.38913931       0.81941892        403.80820      -0.17020000E-02
  7529.6456       0.81443478       0.81610346      -0.39133712       0.81605889        407.64560      -0.16686800E-02
  7533.6442       0.81121444       0.81270560      -0.39362725       0.81257136        411.64420      -0.14911600E-02
  7537.6835       0.80791344       0.80928670      -0.39594069       0.80906244        415.68350      -0.13732600E-02
  7541.5698       0.80507014       0.80600997      -0.39816652       0.80569981        419.56980      -0.93983000E-03
  7545.7513       0.80179132       0.80249809      -0.40056141       0.80209643        423.75130      -0.70677000E-03
  7549.7434       0.79719131       0.79915843      -0.40284781       0.79867050        427.74340      -0.19671200E-02
  7553.5818       0.79649304       0.79595921      -0.40504622       0.79538946        431.58180       0.53383000E-03
  7557.8501       0.79338765       0.79241525      -0.40749085       0.79175601        435.85010       0.97240000E-03
  7561.9286       0.79049100       0.78904213      -0.40982672       0.78829901        439.92860       0.14488700E-02
  7565.8652       0.78791632       0.78579831      -0.41208139       0.78497591        443.86520       0.21180100E-02
  7570.2090       0.78442432       0.78223255      -0.41456923       0.78132477        448.20900       0.21917700E-02
  7574.3257       0.78082115       0.77886612      -0.41692702       0.77787964        452.32570       0.19550300E-02
  7578.4593       0.77708513       0.77549837      -0.41929448       0.77443522        456.45930       0.15867600E-02
  7582.4629       0.77342945       0.77224834      -0.42158745       0.77111335        460.46290       0.11811100E-02
  7586.9000       0.76942229       0.76865962      -0.42412877       0.76744797        464.90000       0.76267000E-03
  7591.0724       0.76559302       0.76529761      -0.42651845       0.76401691        469.07240       0.29541000E-03
  7595.2004       0.76206300       0.76198320      -0.42888270       0.76063728        473.20040       0.79800000E-04
  7599.5177       0.75857783       0.75852922      -0.43135534       0.75711855        477.51770       0.48610000E-04
  7603.8154       0.75473164       0.75510326      -0.43381678       0.75363187        481.81540      -0.37162000E-03
  7608.1551       0.75102640       0.75165610      -0.43630231       0.75012737        486.15510      -0.62970000E-03
  7612.2900       0.74767593       0.74838297      -0.43867053       0.74680351        490.29000      -0.70704000E-03
  7616.5903       0.74405090       0.74499046      -0.44113347       0.74336247        494.59030      -0.93956000E-03
  7621.0319       0.74058790       0.74149869      -0.44367729       0.73982532        499.03190      -0.91079000E-03
  7625.4540       0.73722601       0.73803423      -0.44620999       0.73632069        503.45400      -0.80822000E-03
  7629.7573       0.73385699       0.73467414      -0.44867467       0.73292651        507.75730      -0.81715000E-03
  7634.1030       0.73050291       0.73129215      -0.45116357       0.72951531        512.10300      -0.78924000E-03
  7638.5657       0.72746300       0.72783047      -0.45371953       0.72602930        516.56570      -0.36747000E-03
  7643.1085       0.72352726       0.72431830      -0.45632138       0.72249849        521.10850      -0.79104000E-03
  7647.6819       0.72084728       0.72079416      -0.45894072       0.71896207        525.68190       0.53120000E-04
  7652.1861       0.71756152       0.71733457      -0.46152041       0.71549697        530.18610       0.22695000E-03
  7656.7082       0.71426100       0.71387208      -0.46411041       0.71203578        534.70820       0.38892000E-03
  7661.1733       0.71117742       0.71046379      -0.46666774       0.70863569        539.17330       0.71363000E-03
  7665.9195       0.70759944       0.70685217      -0.46938605       0.70504058        543.91950       0.74727000E-03
  7670.5338       0.70381014       0.70335186      -0.47202880       0.70156419        548.53380       0.45828000E-03
  7675.2543       0.70021824       0.69978203      -0.47473241       0.69802690        553.25430       0.43621000E-03
  7679.8676       0.69665624       0.69630407      -0.47737463       0.69458866        557.86760       0.35217000E-03
  7684.6000       0.69306768       0.69274737      -0.48008506       0.69108090        562.60000       0.32031000E-03
  7689.2502       0.68939640       0.68926334      -0.48274839       0.68765305        567.25020       0.13306000E-03
  7693.9694       0.68570744       0.68573862      -0.48545122       0.68419360        571.96940      -0.31180000E-04
  7698.8083       0.68213617       0.68213588      -0.48822266       0.68066646        576.80830       0.29000000E-06
  7703.6156       0.67846950       0.67856814      -0.49097595       0.67718257        581.61560      -0.98640000E-04
  7708.4798       0.67464653       0.67496972      -0.49376185       0.67367788        586.47980      -0.32319000E-03
  7713.2742       0.67104998       0.67143425      -0.49650777       0.67024362        591.27420      -0.38427000E-03
  7718.1637       0.66755233       0.66784017      -0.49930818       0.66676180        596.16370      -0.28784000E-03
  7722.9579       0.66408205       0.66432748      -0.50205397       0.66336809        600.95790      -0.24543000E-03
  7727.8347       0.66044004       0.66076567      -0.50484707       0.65993640        605.83470      -0.32563000E-03
  7732.5775       0.65695607       0.65731269      -0.50756345       0.65661882        610.57750      -0.35662000E-03
  7737.5818       0.65340505       0.65368104      -0.51042961       0.65313952        615.58180      -0.27599000E-03
  7742.5161       0.64994630       0.65011195      -0.51325566       0.64973024        620.51610      -0.16565000E-03
  7747.5722       0.64660500       0.64646681      -0.51615146       0.64625878        625.57220       0.13819000E-03
  7752.5197       0.64337565       0.64291171      -0.51898506       0.64288341        630.51970       0.46394000E-03
  7757.5764       0.63975819       0.63929005      -0.52188126       0.63945547        635.57640       0.46814000E-03
  7762.5372       0.63621214       0.63574889      -0.52472244       0.63611425        640.53720       0.46325000E-03
  7767.6332       0.63254284       0.63212314      -0.52764114       0.63270417        645.63320       0.41970000E-03
  7772.6331       0.62894814       0.62857766      -0.53050473       0.62938043        650.63310       0.37048000E-03
  7777.7041       0.62522191       0.62499356      -0.53340911       0.62603155        655.70410       0.22835000E-03
  7782.7174       0.62168299       0.62146204      -0.53628038       0.62274283        660.71740       0.22095000E-03
  7787.8021       0.61803105       0.61789205      -0.53919256       0.61942958        665.80210       0.13900000E-03
  7792.8288       0.61444701       0.61437445      -0.54207156       0.61617619        670.82880       0.72560000E-04
  7797.9272       0.61087522       0.61081854      -0.54499157       0.61289889        675.92720       0.56680000E-04
  7803.0195       0.60738239       0.60727873      -0.54790810       0.60964808        681.01950       0.10366000E-03
  7808.1707       0.60372821       0.60370993      -0.55085839       0.60638258        686.17070       0.18280000E-04
  7813.3029       0.60015494       0.60016625      -0.55379778       0.60315209        691.30290      -0.11310000E-04
  7818.4682       0.59631041       0.59661170      -0.55675613       0.59992391        696.46820      -0.30129000E-03
  7823.6536       0.59281970       0.59305534      -0.55972600       0.59670648        701.65360      -0.23564000E-03
  7828.8461       0.58935127       0.58950614      -0.56269995       0.59350808        706.84610      -0.15487000E-03
  7834.0982       0.58569031       0.58592843      -0.56570802       0.59029684        712.09820      -0.23812000E-03
  7839.3445       0.58211015       0.58236689      -0.56871274       0.58711312        717.34450      -0.25674000E-03
  7844.6637       0.57866931       0.57876819      -0.57175926       0.58390954        722.66370      -0.98880000E-04
  7849.9510       0.57495503       0.57520346      -0.57478745       0.58074964        727.95100      -0.24843000E-03
  7855.2851       0.57136306       0.57161948      -0.57784251       0.57758634        733.28510      -0.25642000E-03
  7860.6927       0.56780225       0.56799876      -0.58093965       0.57440471        738.69270      -0.19651000E-03
  7866.0156       0.56432983       0.56444720      -0.58398822       0.57129783        744.01560      -0.11737000E-03
  7871.4385       0.56090345       0.56084140      -0.58709413       0.56815785        749.43850       0.62050000E-04
  7876.7896       0.55726179       0.55729571      -0.59015891       0.56508452        754.78960      -0.33920000E-04
  7882.2412       0.55344788       0.55369604      -0.59328123       0.56197911        760.24120      -0.24816000E-03
  7887.5942       0.55009604       0.55017373      -0.59634710       0.55895498        765.59420      -0.77690000E-04
  7893.1012       0.54652588       0.54656277      -0.59950115       0.55586989        771.10120      -0.36890000E-04
  7898.4962       0.54290135       0.54303766      -0.60259104       0.55287314        776.49620      -0.13631000E-03
  7904.0189       0.53916292       0.53944169      -0.60575410       0.54983163        782.01890      -0.27877000E-03
  7909.3892       0.53583298       0.53595717      -0.60882986       0.54689951        787.38920      -0.12419000E-03
  7914.9679       0.53222891       0.53235013      -0.61202496       0.54388020        792.96790      -0.12122000E-03
  7920.3670       0.52888994       0.52887144      -0.61511721       0.54098384        798.36700       0.18500000E-04
  7925.9482       0.52528431       0.52528797      -0.61831379       0.53801641        803.94820      -0.36600000E-05
  7931.3762       0.52161227       0.52181510      -0.62142262       0.53515644        809.37620      -0.20283000E-03
  7936.9870       0.51824615       0.51823791      -0.62463610       0.53222712        814.98700       0.82400000E-05
  7942.4576       0.51476574       0.51476234      -0.62776934       0.52939732        820.45760       0.34000000E-05
  7948.1656       0.51125544       0.51114882      -0.63103851       0.52647248        826.16560       0.10662000E-03
  7953.7469       0.50842068       0.50762816      -0.63423509       0.52364001        831.74690       0.79252000E-03
  7959.5394       0.50409937       0.50398738      -0.63755266       0.52072896        837.53940       0.11199000E-03
  7965.1778       0.50064550       0.50045620      -0.64078200       0.51792337        843.17780       0.18930000E-03
  7970.9875       0.49705535       0.49683088      -0.64410943       0.51506148        848.98750       0.22447000E-03
  7976.6155       0.49325269       0.49333157      -0.64733279       0.51231709        854.61550      -0.78880000E-04
  7982.4016       0.49008791       0.48974685      -0.65064669       0.50952433        860.40160       0.34106000E-03
  7988.0872       0.48647120       0.48623705      -0.65390305       0.50680844        866.08720       0.23415000E-03
  7993.8222       0.48299046       0.48270940      -0.65718767       0.50409745        871.82220       0.28106000E-03
  7999.4836       0.47952640       0.47923942      -0.66043014       0.50144931        877.48360       0.28698000E-03
  8005.2492       0.47593433       0.47571813      -0.66373230       0.49878108        883.24920       0.21620000E-03
  8011.1743       0.47233161       0.47211252      -0.66712586       0.49606911        889.17430       0.21909000E-03
  8017.0398       0.46887057       0.46855629      -0.67048524       0.49341454        895.03980       0.31428000E-03
  8023.0106       0.46510950       0.46494949      -0.67390490       0.49074306        901.01060       0.16001000E-03
  8028.7975       0.46141359       0.46146645      -0.67721925       0.48818344        906.79750      -0.52860000E-04
  8034.6758       0.45779190       0.45794107      -0.68058600       0.48561317        912.67580      -0.14917000E-03
  8040.4110       0.45437074       0.45451387      -0.68387072       0.48313450        918.41100      -0.14313000E-03
  8046.4039       0.45079886       0.45094552      -0.68730306       0.48057498        924.40390      -0.14666000E-03
  8052.3644       0.44715324       0.44740943      -0.69071686       0.47806029        930.36440      -0.25619000E-03
  8058.3757       0.44352635       0.44385624      -0.69415975       0.47555545        936.37570      -0.32989000E-03
  8064.2849       0.43996143       0.44037604      -0.69754419       0.47312378        942.28490      -0.41461000E-03
  8070.2031       0.43657830       0.43690309      -0.70093377       0.47071885        948.20310      -0.32479000E-03
  8076.0885       0.43291200       0.43346180      -0.70430449       0.46835751        954.08850      -0.54980000E-03
  8082.0665       0.42947161       0.42997882      -0.70772833       0.46598980        960.06650      -0.50721000E-03
  8084.0938       0.42842774       0.42880049      -0.70888947       0.46519390        962.09380      -0.37275000E-03
