# data from ifeffit
#------------------------
#   energy      norm
  5759.989        0.1415175E-01
  5769.980        0.1305119E-01
  5780.007        0.9892018E-02
  5790.003        0.8107643E-02
  5799.965        0.5725449E-02
  5810.034        0.4130508E-02
  5820.000        0.2571989E-02
  5830.002        0.9263137E-03
  5839.971        0.2194893E-03
  5849.975       -0.8783867E-03
  5860.016       -0.2052613E-02
  5870.022       -0.2141819E-02
  5879.993       -0.2350604E-02
  5890.000       -0.2056439E-02
  5899.971       -0.2117207E-02
  5909.978       -0.2296528E-02
  5920.021       -0.1701816E-02
  5930.026       -0.1025720E-02
  5939.995        0.7981792E-03
  5949.999        0.2491738E-02
  5959.965        0.5482915E-02
  5969.967        0.8263308E-02
  5970.487        0.8269227E-02
  5971.006        0.8786044E-02
  5971.526        0.8912648E-02
  5971.972        0.9490930E-02
  5972.492        0.9015935E-02
  5973.012        0.9472633E-02
  5973.532        0.9378052E-02
  5973.978        0.1000918E-01
  5974.498        0.9833720E-02
  5975.019        0.1077667E-01
  5975.464        0.1046824E-01
  5975.985        0.1107942E-01
  5976.506        0.1120211E-01
  5977.026        0.1197250E-01
  5977.473        0.1192873E-01
  5977.994        0.1223112E-01
  5978.515        0.1235241E-01
  5979.037        0.1275685E-01
  5979.483        0.1257780E-01
  5980.005        0.1291356E-01
  5980.526        0.1289511E-01
  5980.973        0.1353115E-01
  5981.495        0.1387209E-01
  5982.016        0.1374192E-01
  5982.463        0.1413253E-01
  5982.986        0.1471009E-01
  5983.507        0.1496146E-01
  5984.030        0.1453486E-01
  5984.477        0.1538872E-01
  5984.999        0.1608471E-01
  5985.521        0.1676388E-01
  5985.970        0.1731459E-01
  5986.492        0.1774902E-01
  5987.015        0.1805550E-01
  5987.463        0.1905473E-01
  5987.986        0.2000962E-01
  5988.509        0.2026199E-01
  5989.032        0.2102877E-01
  5989.480        0.2233749E-01
  5990.003        0.2408966E-01
  5990.526        0.2699876E-01
  5990.975        0.3049593E-01
  5991.499        0.3862096E-01
  5992.021        0.5125123E-01
  5992.471        0.6034515E-01
  5992.995        0.6113494E-01
  5993.518        0.5754420E-01
  5993.967        0.6089209E-01
  5994.492        0.7193990E-01
  5995.016        0.8685969E-01
  5995.465        0.9906869E-01
  5995.989        0.1083620
  5996.514        0.1102220
  5996.963        0.1086930
  5997.488        0.1085423
  5998.012        0.1104544
  5998.538        0.1148220
  5998.987        0.1220485
  5999.513        0.1368809
  6000.037        0.1621846
  6000.487        0.1961974
  6001.013        0.2512767
  6001.462        0.3136055
  6001.988        0.3952867
  6002.513        0.4821521
  6002.964        0.5531862
  6003.490        0.6187531
  6004.016        0.6580650
  6004.466        0.6802227
  6004.993        0.7157000
  6005.518        0.7723440
  6005.970        0.8333828
  6006.496        0.9075996
  6007.022        0.9792920
  6007.473         1.043353
  6008.000         1.132429
  6008.526         1.240155
  6008.978         1.321133
  6009.504         1.376893
  6010.032         1.390816
  6010.936         1.366682
  6011.839         1.378829
  6012.818         1.456689
  6013.798         1.505003
  6014.778         1.455831
  6015.758         1.339914
  6016.815         1.244510
  6017.796         1.200339
  6018.929         1.162862
  6019.986         1.120067
  6021.120         1.083529
  6022.177         1.070270
  6023.388         1.087879
  6024.522         1.122729
  6025.733         1.148726
  6026.869         1.157914
  6028.157         1.148697
  6029.369         1.108163
  6030.582         1.055251
  6031.872         1.001235
  6033.161        0.9564691
  6034.528        0.9208892
  6035.819        0.8957158
  6037.187        0.8709288
  6038.555        0.8491414
  6040.000        0.8355730
  6041.370        0.8303254
  6042.816        0.8310232
  6044.264        0.8391779
  6045.712        0.8521391
  6047.237        0.8597958
  6048.763        0.8609572
  6050.289        0.8652247
  6051.816        0.8783367
  6053.422        0.9034888
  6054.951        0.9323795
  6056.557        0.9578511
  6058.241        0.9777857
  6059.849        0.9976619
  6061.535         1.022410
  6063.222         1.045169
  6064.910         1.065984
  6066.676         1.080223
  6068.365         1.086860
  6070.133         1.092821
  6071.902         1.097196
  6073.749         1.096446
  6075.521         1.088949
  6077.369         1.078904
  6079.220         1.070974
  6081.149         1.064207
  6083.002         1.053838
  6084.934         1.037790
  6086.866         1.022133
  6088.800         1.008835
  6090.813        0.9958625
  6092.827        0.9810663
  6094.843        0.9689992
  6096.859        0.9611441
  6098.878        0.9622584
  6100.975        0.9683369
  6103.075        0.9739095
  6105.175        0.9761069
  6107.277        0.9741932
  6109.459        0.9699298
  6111.643        0.9643868
  6113.827        0.9606183
  6116.013        0.9590896
  6118.280        0.9613998
  6120.470        0.9645851
  6122.740        0.9654656
  6125.011        0.9634545
  6127.363        0.9617863
  6129.639        0.9609740
  6131.995        0.9607679
  6134.352        0.9633003
  6136.790        0.9688669
  6139.151        0.9761874
  6141.594        0.9831169
  6144.038        0.9899683
  6146.484        0.9954230
  6148.932        0.9985473
  6151.462        0.9973529
  6153.994        0.9929137
  6156.528        0.9899876
  6159.064        0.9943599
  6161.603         1.004194
  6164.222         1.012323
  6166.844         1.015468
  6169.470         1.016088
  6172.096         1.010597
  6174.806        0.9986422
  6177.517        0.9888657
  6180.231        0.9847281
  6182.948        0.9856965
  6185.667        0.9878605
  6188.469        0.9870670
  6191.273        0.9852834
  6194.081        0.9826380
  6196.891        0.9761976
  6199.703        0.9657899
  6202.599        0.9535658
  6205.498        0.9440854
  6208.399        0.9404505
  6211.304        0.9402682
  6214.210        0.9430137
  6217.202        0.9466613
  6220.196        0.9534323
  6223.193        0.9634310
  6226.193        0.9731453
  6229.196        0.9807522
  6232.284        0.9858451
  6235.375        0.9862241
  6238.469        0.9830559
  6241.565        0.9817309
  6244.748        0.9807081
  6247.852        0.9793126
  6251.041        0.9770656
  6254.233        0.9763053
  6257.429        0.9772270
  6260.710        0.9802313
  6263.913        0.9850174
  6267.202        0.9869665
  6270.494        0.9865329
  6273.790        0.9843749
  6277.172        0.9812328
  6280.475        0.9793442
  6283.865        0.9776541
  6287.258        0.9786777
  6290.655        0.9805991
  6294.056        0.9828833
  6297.544        0.9854745
  6300.954        0.9877081
  6304.450        0.9919104
  6307.950        0.9956989
  6311.538        0.9986431
  6315.047        0.9979829
  6318.560        0.9962237
  6322.161        0.9949908
  6325.766        0.9927263
  6329.375        0.9900244
  6333.073        0.9871058
  6336.691        0.9856078
  6340.397        0.9854572
  6344.109        0.9866060
  6347.826        0.9899170
  6351.546        0.9934657
  6355.271        0.9971541
  6359.085        0.9999538
  6362.819         1.002821
  6366.645         1.005510
  6370.473         1.009056
  6374.307         1.010938
  6378.230         1.011300
  6382.075         1.010702
  6386.009         1.011010
  6389.948         1.013890
  6393.893         1.017700
  6397.842         1.021226
  6401.882         1.024036
  6405.843         1.025223
  6409.894         1.026363
  6413.950         1.027563
  6418.013         1.029502
  6422.081         1.032326
  6426.153         1.033034
  6430.318         1.034508
  6434.402         1.036027
  6438.579         1.038162
  6442.761         1.041263
  6446.949         1.043327
  6451.230         1.043775
  6455.430         1.043022
  6459.723         1.041942
  6463.934         1.042183
  6468.239         1.043348
  6472.550         1.044764
  6476.955         1.047253
  6481.278         1.050293
  6485.607         1.052760
  6490.031         1.056295
  6494.461         1.059545
  6498.898         1.064196
  6503.341         1.067203
  6507.790         1.069325
  6512.335         1.072755
  6516.797         1.076854
  6521.355         1.081733
  6525.920         1.085416
  6530.492         1.088448
  6535.069         1.091101
  6539.655         1.093733
  6544.247         1.095454
  6548.936         1.097088
  6553.541         1.099055
  6558.244         1.101442
  6562.954         1.103209
  6567.671         1.104816
  6572.395         1.107094
  6577.218         1.110546
  6581.956         1.114495
  6586.792         1.119121
  6591.546         1.123169
  6596.397         1.127870
  6601.257         1.133042
  6606.125         1.137725
  6611.091         1.141842
  6615.973         1.145236
  6620.955         1.148682
  6625.853         1.152507
  6630.850         1.156131
  6635.855         1.160319
  6640.869         1.164211
  6645.891         1.167841
  6650.919         1.171192
  6655.957         1.175118
  6661.096         1.178389
  6666.150         1.182562
  6671.305         1.187104
  6676.469         1.191896
  6681.642         1.196683
  6686.822         1.200826
  6692.011         1.206271
  6697.303         1.211867
  6702.509         1.216793
  6707.724         1.222751
  6713.042         1.227341
  6718.369         1.232658
  6723.705         1.237423
  6729.049         1.242441
  6734.403         1.246797
  6739.766         1.251813
  6745.137         1.256887
  6750.614         1.262077
  6756.003         1.266753
  6761.498         1.271420
  6766.906         1.276485
  6772.420         1.281638
  6777.943         1.286704
  6783.476         1.291761
  6789.018         1.297666
  6794.569         1.303067
  6800.228         1.308617
  6805.799         1.313194
  6811.477         1.318888
  6817.067         1.323960
  6822.765         1.329330
  6828.473         1.334919
  6834.190         1.340622
  6839.918         1.346323
  6845.656         1.351930
  6851.405         1.357255
  6857.163         1.363307
  6863.031         1.368924
  6868.810         1.375101
  6874.698         1.381759
  6880.498         1.388012
  6886.407         1.394219
  6892.327         1.400659
  6898.258         1.406892
  6904.200         1.413149
  6910.152         1.419660
  6916.115         1.426366
  6922.089         1.432431
  6928.175         1.439243
  6934.171         1.446434
  6940.279         1.453251
  6946.296         1.459448
  6952.428         1.466121
  6958.569         1.472891
  6964.620         1.479601
  6970.785         1.486362
  6976.960         1.493588
  6983.147         1.500738
  6989.347         1.507826
  6995.661         1.515344
  7001.882         1.523192
  7008.116         1.531058
  7014.465         1.538532
  7020.722         1.546339
  7027.096         1.554352
  7033.376         1.562226
  7039.774         1.570322
  7046.183         1.578058
  7052.604         1.585876
  7059.039         1.593980
  7065.484         1.601985
  7071.942         1.609997
  7078.413         1.618224
  7084.896         1.626381
  7091.391         1.634580
  7097.899         1.643007
  7104.526         1.651860
  7111.059         1.660313
