# data from ifeffit
#------------------------
#   energy        xmuf
  7174.2580        1.0248470
  7175.8090        1.0410739
  7177.3780        1.0565081
  7178.9670        1.0738816
  7180.5750        1.0875973
  7182.2030        1.0948450
  7183.8490        1.0951593
  7185.5140        1.0908077
  7187.1980        1.0872781
  7188.9010        1.0821355
  7190.6240        1.0760761
  7192.3650        1.0680863
  7194.1260        1.0565851
  7195.9060        1.0450442
  7197.7050        1.0335524
  7199.5220        1.0215667
  7201.3590        1.0095209
  7203.2150       0.99818250
  7205.0900       0.98907400
  7206.9840       0.98349425
  7208.8970       0.98143976
  7210.8300       0.98259874
  7212.7810       0.98520060
  7214.7510       0.98985735
  7216.7410       0.99728069
  7218.7500        1.0052031
  7220.7770        1.0137901
  7222.8240        1.0205526
  7224.8900        1.0268758
  7226.9750        1.0284220
  7229.0790        1.0267931
  7231.2020        1.0231079
  7233.3440        1.0159525
  7235.5050        1.0079789
  7237.6850       0.99825222
  7239.8850       0.98612441
  7242.1030       0.97373377
  7244.3410       0.96337369
  7246.5970       0.95849257
  7248.8730       0.95868261
  7251.1670       0.96386978
  7253.4810       0.97230446
  7255.8140       0.98281966
  7258.1660       0.99404375
  7260.5370        1.0050467
  7262.9270        1.0141058
  7265.3360        1.0218712
  7267.7650        1.0255023
  7270.2120        1.0267285
  7272.6790        1.0268684
  7275.1640        1.0260202
  7277.6680        1.0243252
  7280.1920        1.0216170
  7282.7350        1.0181401
  7285.2970        1.0111032
  7287.8770        1.0020913
  7290.4780       0.99322439
  7293.0970       0.98597417
  7295.7350       0.98148047
  7298.3920       0.97727388
  7301.0680       0.97334527
  7303.7640       0.96919931
  7306.4780       0.96553482
  7309.2110       0.96270734
  7311.9640       0.96236807
  7314.7360       0.96450280
  7317.5260       0.96851599
  7320.3360       0.97398304
  7323.1650       0.97917762
  7326.0130       0.98330612
  7328.8800       0.98662813
  7331.7660       0.98691085
  7334.6710       0.98498246
  7337.5960       0.98219903
  7340.5390       0.97947952
  7343.5010       0.97510324
  7346.4830       0.97018042
  7349.4830       0.96592643
  7352.5030       0.96335375
  7355.5420       0.96155600
  7358.6000       0.95970267
  7361.6760       0.95998785
  7364.7720       0.95943522
  7367.8870       0.96119451
  7371.0210       0.96207643
  7374.1750       0.96184516
  7377.3470       0.95998888
  7380.5380       0.95853145
  7383.7490       0.95712726
  7386.9780       0.95658885
  7390.2270       0.95690348
  7393.4940       0.95733135
  7396.7810       0.95868571
  7400.0870       0.95811487
  7403.4120       0.95721603
  7406.7550       0.95542286
  7410.1190       0.95346614
  7413.5000       0.95114317
  7416.9020       0.94949903
  7420.3220       0.94748973
  7423.7610       0.94537426
  7427.2200       0.94412020
  7430.6970       0.94200809
  7434.1940       0.94085415
  7437.7090       0.93875996
  7441.2440       0.93864247
  7444.7980       0.93905079
  7448.3710       0.94006739
  7451.9620       0.94078883
  7455.5740       0.94103656
  7459.2040       0.93986699
  7462.8530       0.93847928
  7466.5210       0.93551597
  7470.2080       0.93307308
  7473.9150       0.93210277
  7477.6400       0.93181930
  7481.3850       0.93213087
  7485.1480       0.93095828
  7488.9310       0.93018483
  7492.7330       0.92908554
  7496.5540       0.92863047
  7500.3940       0.92770306
  7504.2530       0.92723550
  7508.1310       0.92741683
  7512.0280       0.92626591
  7515.9440       0.92576781
  7519.8790       0.92552061
  7523.8340       0.92452168
  7527.8070       0.92420880
  7531.8000       0.92309548
  7535.8120       0.92234426
  7539.8420       0.92134970
  7543.8920       0.92049547
  7547.9610       0.91908355
  7552.0490       0.91797100
  7556.1560       0.91621195
  7560.2820       0.91527825
  7564.4270       0.91485638
  7568.5910       0.91440145
  7572.7740       0.91476275
  7576.9770       0.91387071
  7581.1980       0.91357651
  7585.4390       0.91273979
  7589.6980       0.91255927
  7593.9770       0.91241641
  7598.2750       0.91239143
  7602.5920       0.91271123
  7606.9280       0.91162869
  7611.2830       0.91154095
  7615.6570       0.91060046
  7620.0500       0.90953738
  7624.4620       0.90885288
  7628.8940       0.90785119
  7633.3440       0.90632097
  7637.8130       0.90585806
  7642.3020       0.90467314
  7646.8100       0.90379467
  7651.3360       0.90310649
  7655.8820       0.90244891
  7660.4470       0.90224634
  7665.0300       0.90187521
  7669.6340       0.90164181
  7674.2550       0.90138146
  7678.8960       0.90122732
  7683.5570       0.90152791
  7688.2360       0.90088143
  7692.9350       0.90111580
  7697.6520       0.90085828
  7702.3890       0.90096108
  7707.1440       0.90063819
  7711.9190       0.89981999
  7716.7120       0.89910019
  7721.5250       0.89891707
  7726.3570       0.89785964
  7731.2080       0.89737622
  7736.0780       0.89596612
  7740.9670       0.89609390
  7745.8750       0.89546131
  7750.8030       0.89575636
  7755.7500       0.89537361
  7760.7150       0.89548118
  7765.6990       0.89435687
  7770.7030       0.89443671
  7775.7260       0.89415287
  7780.7670       0.89448177
  7785.8280       0.89426492
  7790.9080       0.89432671
  7796.0070       0.89387059
  7801.1250       0.89365957
  7806.2620       0.89359410
  7811.4180       0.89311913
  7816.5940       0.89296755
  7821.7880       0.89294333
  7827.0010       0.89226703
  7832.2340       0.89213625
  7837.4850       0.89225042
  7842.7560       0.89122060
  7848.0460       0.89132607
  7853.3540       0.89088970
  7858.6830       0.89075528
  7864.0300       0.89062717
  7869.3960       0.89068763
  7874.7810       0.89062184
  7880.1850       0.89067832
  7885.6080       0.89083117
  7891.0510       0.89066596
  7896.5120       0.89089083
  7901.9920       0.89101913
  7907.4920       0.89135882
  7913.0110       0.89137029
  7918.5480       0.89130318
  7924.1050       0.89117520
  7929.6810       0.89133217
  7935.2760       0.89145300
  7940.8900       0.89167439
  7946.5230       0.89180827
  7952.1750       0.89186697
  7957.8470       0.89175682
  7963.5370       0.89134360
  7969.2470       0.89180273
