# data from ifeffit
#------------------------
#   energy         norm
  6962.0000       0.39497357E-02
  6972.0000       0.36607535E-02
  6982.0000       0.32162043E-02
  6992.0000       0.33328334E-02
  7002.0000       0.30874778E-02
  7012.0000       0.27092996E-02
  7022.0000       0.30114199E-02
  7032.0000       0.28935359E-02
  7042.0000       0.32014187E-02
  7052.0000       0.32868590E-02
  7062.0000       0.36573079E-02
  7072.0000       0.39927545E-02
  7082.0000       0.49420140E-02
  7092.0000       0.68117736E-02
  7092.5000       0.69374546E-02
  7093.0000       0.73186422E-02
  7093.5000       0.72822301E-02
  7094.0000       0.74934808E-02
  7094.5000       0.75752598E-02
  7095.0000       0.77981230E-02
  7095.5000       0.83169700E-02
  7096.0000       0.82496732E-02
  7096.5000       0.83835528E-02
  7097.0000       0.85416061E-02
  7097.5000       0.88440409E-02
  7098.0000       0.91813790E-02
  7098.5000       0.94642132E-02
  7099.0000       0.97268859E-02
  7099.5000       0.96631641E-02
  7100.0000       0.99714950E-02
  7100.5000       0.10123131E-01
  7101.0000       0.10714798E-01
  7101.5000       0.10668620E-01
  7102.0000       0.11123373E-01
  7102.5000       0.11377968E-01
  7103.0000       0.12297581E-01
  7103.5000       0.12353999E-01
  7104.0000       0.12869078E-01
  7104.5000       0.13256027E-01
  7105.0000       0.13970570E-01
  7105.5000       0.14397978E-01
  7106.0000       0.14730292E-01
  7106.5000       0.15674363E-01
  7107.0000       0.16423076E-01
  7107.5000       0.17387539E-01
  7108.0000       0.18464636E-01
  7108.5000       0.19519894E-01
  7109.0000       0.21123527E-01
  7109.5000       0.22949604E-01
  7110.0000       0.25729704E-01
  7110.5000       0.30227058E-01
  7111.0000       0.36952870E-01
  7111.5000       0.47187367E-01
  7112.0000       0.62913227E-01
  7112.5000       0.86752101E-01
  7113.0000       0.10642285
  7113.5000       0.10985236
  7114.0000       0.10277334
  7114.5000       0.94298928E-01
  7115.0000       0.89926860E-01
  7115.5000       0.89010769E-01
  7116.0000       0.91952304E-01
  7116.5000       0.98232531E-01
  7117.0000       0.10874662
  7117.5000       0.12589080
  7118.0000       0.14692222
  7118.5000       0.17722408
  7119.0000       0.21560039
  7119.5000       0.26105423
  7120.0000       0.31739064
  7120.5000       0.37361337
  7121.0000       0.42854870
  7121.5000       0.48706654
  7122.0000       0.54285834
  7122.5000       0.60399847
  7123.0000       0.67338328
  7123.5000       0.74192358
  7124.0000       0.81008268
  7124.5000       0.87445629
  7125.0000       0.93005499
  7125.5000       0.98128685
  7126.0000        1.0264186
  7126.5000        1.0690776
  7127.0000        1.1204917
  7127.5000        1.1792345
  7128.0000        1.2404395
  7128.5000        1.3043135
  7129.0000        1.3574097
  7129.5000        1.3937863
  7130.0000        1.4108236
  7130.5000        1.4108047
  7131.0000        1.4007276
  7131.5000        1.3845078
  7132.0000        1.3667139
  7132.8830        1.3246660
  7133.7850        1.2750000
  7134.7070        1.2335634
  7135.6470        1.2068253
  7136.6060        1.1894885
  7137.5840        1.1726601
  7138.5820        1.1511142
  7139.5990        1.1277130
  7140.6340        1.1077608
  7141.6890        1.0981476
  7142.7630        1.1004285
  7143.8560        1.1050435
  7144.9680        1.1064309
  7146.0990        1.0978608
  7147.2490        1.0738401
  7148.4180        1.0388222
  7149.6060        1.0054969
  7150.8140       0.98051940
  7152.0410       0.96278214
  7153.2860       0.94789293
  7154.5510       0.93458167
  7155.8340       0.91971090
  7157.1370       0.90644851
  7158.4590       0.89803422
  7159.8000       0.89501094
  7161.1600       0.89784971
  7162.5390       0.90386564
  7163.9370       0.91093758
  7165.3540       0.92093296
  7166.7910       0.93343578
  7168.2460       0.94922433
  7169.7200       0.96783182
  7171.2140       0.98775349
  7172.7260        1.0092430
  7174.2580        1.0281803
  7175.8090        1.0444072
  7177.3780        1.0598414
  7178.9670        1.0772149
  7180.5750        1.0909306
  7182.2030        1.0981783
  7183.8490        1.0984926
  7185.5140        1.0941410
  7187.1980        1.0906114
  7188.9010        1.0854688
  7190.6240        1.0794094
  7192.3650        1.0714196
  7194.1260        1.0599184
  7195.9060        1.0483775
  7197.7050        1.0368857
  7199.5220        1.0249000
  7201.3590        1.0128542
  7203.2150        1.0015158
  7205.0900       0.99240730
