# data from ifeffit
#------------------------
#   energy      norm
  6351.546        0.9382293
  6355.271        0.9391323
  6359.085        0.9399872
  6362.819        0.9408329
  6366.645        0.9420304
  6370.473        0.9430909
  6374.307        0.9438091
  6378.230        0.9456322
  6382.075        0.9470736
  6386.009        0.9482866
  6389.948        0.9503028
  6393.893        0.9517211
  6397.842        0.9535806
  6401.882        0.9552549
  6405.843        0.9571467
  6409.894        0.9585840
  6413.950        0.9602506
  6418.013        0.9617393
  6422.081        0.9638774
  6426.153        0.9657644
  6430.318        0.9672464
  6434.402        0.9688607
  6438.579        0.9702538
  6442.761        0.9719486
  6446.949        0.9732842
  6451.230        0.9746336
  6455.430        0.9764892
  6459.723        0.9774112
  6463.934        0.9788143
  6468.239        0.9802853
  6472.550        0.9820815
  6476.955        0.9834505
  6481.278        0.9849465
  6485.607        0.9864903
  6490.031        0.9881211
  6494.461        0.9895851
  6498.898        0.9911991
  6503.341        0.9932495
  6507.790        0.9948864
  6512.335        0.9965041
  6516.797        0.9979829
  6521.355        0.9996878
  6525.920         1.001409
  6530.492         1.003738
  6535.069         1.005605
  6539.655         1.007464
  6544.247         1.009706
  6548.936         1.011818
  6553.541         1.014127
  6558.244         1.016696
  6562.954         1.019225
  6567.671         1.021673
  6572.395         1.024473
  6577.218         1.026823
  6581.956         1.029624
  6586.792         1.032524
  6591.546         1.035599
  6596.397         1.038488
  6601.257         1.041381
  6606.125         1.044394
  6611.091         1.047315
  6615.973         1.050401
  6620.955         1.053903
  6625.853         1.056569
  6630.850         1.059979
  6635.855         1.062881
  6640.869         1.066349
  6645.891         1.069574
  6650.919         1.072717
  6655.957         1.076123
  6661.096         1.079736
  6666.150         1.083343
  6671.305         1.086867
  6676.469         1.090255
  6681.642         1.093781
  6686.822         1.097505
  6692.011         1.100919
  6697.303         1.104450
  6702.509         1.108215
  6707.724         1.111925
  6713.042         1.115082
  6718.369         1.118643
  6723.705         1.122424
  6729.049         1.126209
  6734.403         1.129877
  6739.766         1.133443
  6745.137         1.137359
  6750.614         1.141342
  6756.003         1.144895
  6761.498         1.148628
  6766.906         1.152586
  6772.420         1.156845
  6777.943         1.160622
  6783.476         1.164639
  6789.018         1.168834
  6794.569         1.172908
  6800.228         1.177456
  6805.799         1.182091
  6811.477         1.186012
  6817.067         1.190391
  6822.765         1.195016
  6828.473         1.199651
  6834.190         1.204205
  6839.918         1.208710
  6845.656         1.213020
  6851.405         1.217885
  6857.163         1.222534
  6863.031         1.227408
  6868.810         1.232016
  6874.698         1.236765
  6880.498         1.241609
  6886.407         1.246425
  6892.327         1.251261
  6898.258         1.256078
  6904.200         1.261050
  6910.152         1.265834
  6916.115         1.270975
  6922.089         1.275558
  6928.175         1.281135
  6934.171         1.286152
  6940.279         1.291225
  6946.296         1.296433
  6952.428         1.302007
  6958.569         1.306768
  6964.620         1.311959
  6970.785         1.317815
  6976.960         1.323199
  6983.147         1.328725
  6989.347         1.334173
  6995.661         1.339884
  7001.882         1.345348
  7008.116         1.351064
  7014.465         1.357203
  7020.722         1.363126
  7027.096         1.369192
  7033.376         1.375389
  7039.774         1.381528
  7046.183         1.387624
  7052.604         1.393983
  7059.039         1.400336
  7065.484         1.406624
  7071.942         1.413411
  7078.413         1.420049
  7084.896         1.426586
  7091.391         1.433269
  7097.899         1.439789
  7104.526         1.446767
  7111.059         1.454367
